형태소,품사,가게이름,날짜,평점,카운트
재일,Noun,미소손짜장,2020.01.01,1,1
재주,Noun,산동교자,2019.05.06.,1,1
재탕한,Adjective,복성각,2020.01.01,1,1
재활용,Noun,만보성,2020.09.24.,1,1
재활용,Noun,일일향 광화문점,2020.04.14.,3,1
쟁반짜장,Noun,동영관,2019.08.01.,4,1
쟁반짜장,Noun,마담밍 선릉점,2020.01.01,5,1
쟁반짜장,Noun,산동교자,2017.05.07.,4,1
쟁반짜장,Noun,일일향 잠실점,2020.01.01,4,1
쟁반짜장,Noun,홍콩반점0410 대학로점,2020.11.16.,2,1
쟁반짜장,Noun,홍콩반점0410 종로관수점,2019.11.30.,3,1
쟈니,Noun,쟈니덤플링 1호점,2020.01.01,3,1
쟈니,Noun,홍명,2020.01.01,5,1
저,Determiner,란주탕슉,2020.09.22.,5,1
저,Determiner,리춘시장 대학로CGV점,2020.06.02.,2,1
저,Determiner,종로양꼬치,2019.06.18.,4,1
저,Determiner,팔레드신,2020.01.01,1,1
저,Determiner,홍명,2020.01.01,5,1
저,Determiner,홍콩반점0410 종로관수점,2019.12.07.,5,1
저,Determiner,히노아지 명동점,2020.03.04.,1,1
저,Noun,등비룡마라탕 종각점,2020.07.08.,5,1
저,Noun,라공방 강남1호 본점,2020.01.01,2,1
저,Noun,란주탕슉,2020.04.29.,2,1
저,Noun,마라고메 방이점,2020.01.01,1,1
저,Noun,만보성,2020.01.16.,5,1
저,Noun,미엔아이 송파점,2020.01.01,3,1
저,Noun,백객도,2020.01.01,3,1
저,Noun,봉자마라탕,2019.01.21.,2,1
저,Noun,신룽푸마라탕,2020.07.17.,4,2
저,Noun,신룽푸마라탕,2020.11.13.,3,1
저,Noun,인량 훠궈,2020.01.01,1,1
저,Noun,청화원,2020.07.20.,3,1
저,Noun,탕화쿵푸마라탕,2020.01.19.,2,1
저,Noun,홍콩반점0410 종로관수점,2020.06.24.,3,1
저,Noun,히노아지 명동점,2019.04.18.,1,1
저,Noun,히노아지 명동점,2020.03.04.,1,1
저건,Noun,봉자마라탕,2020.02.12.,1,1
저격,Noun,김사부샤브샤브,2020.01.01,2,1
저녁,Noun,라공방 대학로본점,2019.08.02.,1,1
저녁,Noun,로향양꼬치,2020.01.01,1,1
저녁,Noun,만보성,2020.01.16.,5,1
저녁,Noun,불이아 본점,2020.01.01,3,1
저녁,Noun,애정마라샹궈 본점,2020.01.01,2,1
저녁,Noun,완차이면가,2020.02.20.,5,1
저녁,Noun,이품,2020.01.01,4,1
저녁,Noun,자리,2020.01.01,1,1
저녁,Noun,홍명,2020.01.01,5,1
저녁,Noun,히노아지 명동점,2020.10.08.,1,1
저렴,Noun,매화반점 1호점,2020.01.01,3,1
저렴,Noun,큐큐면관 삼성점,2020.11.11.,2,1
저렴하고,Adjective,두만강샤브샤브 봉천점,2020.01.01,4,1
저렴하고,Adjective,라공방 대학로본점,2019.11.20.,3,1
저렴하고,Adjective,야상해,2020.01.01,5,1
저렴하고,Adjective,채린중국요리,2020.01.01,4,1
저렴하고,Adjective,큐큐면관 삼성점,2019.05.21.,4,1
저렴하고,Adjective,큐큐면관 회기점,2020.01.22.,5,1
저렴하네요,Adjective,큐큐면관 삼성점,2020.01.10.,3,1
저렴하다,Adjective,두만강샤브샤브 봉천점,2020.01.01,3,1
저렴하다,Adjective,큐큐면관 삼성점,2020.10.19.,2,1
저렴하다고,Adjective,큐큐면관 회기점,2020.07.24.,1,1
저렴한,Adjective,라공방 대학로본점,2019.09.29.,1,1
저렴한,Adjective,이품,2020.01.01,4,1
저렴한,Adjective,종로양꼬치,2019.06.18.,4,1
저렴한,Adjective,종로양꼬치,2019.07.10.,4,1
저렴한거,Adjective,큐큐면관 삼성점,2020.07.14.,2,1
저렴함,Adjective,큐큐면관 회기점,2019.09.12.,5,1
저렴해서,Adjective,열빈 광화문점,2020.01.01,5,1
저렴해서,Adjective,탕화쿵푸마라탕,2019.05.02.,2,1
저렴해요,Adjective,표표마라탕,2020.01.01,5,1
저번,Noun,등비룡마라탕 종각점,2020.07.03.,3,1
저번,Noun,라화쿵부 명동점,2020.01.01,1,1
저울,Noun,탕화쿵푸마라탕 화양점,2019.10.07.,1,1
저희,Noun,피슈마라홍탕 상암점,2020.01.01,5,1
저희,Noun,홍명,2020.01.01,5,1
적,Noun,구복만두,2020.01.01,1,1
적,Noun,라공방 강남1호 본점,2020.01.01,2,2
적,Noun,라공방 대학로본점,2020.04.13.,4,1
적,Noun,매운향솥 본점,2020.01.01,5,1
적,Noun,복성각,2019.08.11.,2,1
적,Noun,채린중국요리,2020.01.01,1,1
적,Noun,큐큐면관 회기점,2020.06.02.,1,1
적,Suffix,가담,2020.01.01,1,1
적,Suffix,골드피쉬딤섬퀴진,2020.01.01,4,1
적,Suffix,광화문짬뽕,2019.12.24.,1,1
적,Suffix,김사부샤브샤브,2020.01.01,2,2
적,Suffix,동영관,2020.01.01,5,1
적,Suffix,두만강샤브샤브 봉천점,2020.01.01,3,1
적,Suffix,라공방 대학로본점,2019.12.03.,1,1
적,Suffix,라공방 대학로본점,2020.06.02.,5,1
적,Suffix,라화쿵부 명동점,2018.04.09.,4,1
적,Suffix,라화쿵부 명동점,2020.08.01.,4,1
적,Suffix,락희안 명지대본점,2020.01.01,3,3
적,Suffix,란주탕슉,2019.05.23.,1,1
적,Suffix,란주탕슉,2019.09.03.,2,1
적,Suffix,란주탕슉,2019.12.28.,1,1
적,Suffix,란주탕슉,2020.09.22.,5,1
적,Suffix,리춘시장 영등포역점,2019.09.12.,4,1
적,Suffix,목란,2020.01.01,2,1
적,Suffix,바오바,2020.01.01,5,1
적,Suffix,백객도,2020.01.01,5,1
적,Suffix,복성각,2020.02.08.,1,1
적,Suffix,봉자마라탕,2020.05.11.,3,2
적,Suffix,봉자마라탕,2020.07.05.,3,1
적,Suffix,빠오즈푸,2020.01.01,4,1
적,Suffix,산동주방,2020.01.01,4,1
적,Suffix,산동주방,2020.01.01,5,1
적,Suffix,송쉐프,2020.01.01,1,1
적,Suffix,송화산시도삭면,2020.01.01,4,1
적,Suffix,송화산시도삭면,2020.01.01,5,1
적,Suffix,영빈루 시청점,2020.08.25.,4,1
적,Suffix,자리,2020.01.01,1,1
적,Suffix,중림 양갈비양꼬치,2020.01.01,1,1
적,Suffix,챠이797 광화문점,2020.06.23.,5,1
적,Suffix,천유향마라향솥,2020.01.01,5,1
적,Suffix,춘리마라탕,2019.08.03.,5,1
적,Suffix,큐큐면관 삼성점,2020.11.11.,2,1
적,Suffix,큐큐면관 회기점,2019.08.16.,4,2
적,Suffix,큐큐면관 회기점,2020.11.14.,2,1
적,Suffix,탕화쿵푸마라탕,2019.05.01.,4,1
적,Suffix,탕화쿵푸마라탕,2020.08.18.,1,1
적,Suffix,팔레드신,2020.01.01,2,1
적,Suffix,하이디라오 강남점,2020.01.01,4,2
적,Suffix,하하,2020.01.01,2,1
적,Suffix,홍명,2020.01.01,5,2
적,Suffix,홍콩반점0410 대학로점,2020.04.29.,5,1
적,Suffix,홍콩반점0410 대학로점,2020.11.16.,2,1
적,Suffix,훠궈야 판교아브뉴프랑점,2020.01.01,1,1
적,Suffix,훠궈야 판교아브뉴프랑점,2020.01.01,5,1
적,Suffix,히노아지 명동점,2019.03.17.,3,1
적고,Verb,라공방 대학로본점,2019.11.20.,3,1
적고,Verb,란주탕슉,2019.05.23.,1,1
적고,Verb,매화반점 1호점,2020.01.01,3,1
적고,Verb,큐큐면관 삼성점,2020.11.11.,2,1
적긴,Verb,훠궈야 판교아브뉴프랑점,2020.01.01,4,1
적당하지만,Adjective,봉자마라탕,2020.05.06.,3,1
적당한,Adjective,이품,2020.01.01,4,1
적당한데,Adjective,홍콩반점0410 대학로점,2020.11.16.,2,1
적당히,Adjective,매화반점 1호점,2020.01.01,1,1
적당히,Adjective,매화반점 1호점,2020.01.01,3,1
적당히,Adjective,봉자마라탕,2020.05.06.,3,1
적당히,Adjective,이품,2020.01.01,4,1
적당히,Adjective,정육면체,2020.01.01,4,1
적신,Noun,공푸,2020.01.01,5,1
적어,Verb,정육면체,2020.01.01,1,1
적어도,Adverb,라화쿵부,2018.12.28.,1,1
적어서,Verb,챠이797 광화문점,2020.07.10.,3,1
적은,Verb,청화원,2020.11.06.,5,1
적음,Verb,리춘시장 대학로CGV점,2020.07.06.,1,1
적음,Verb,일일향 광화문점,2019.10.25.,1,1
적응하기,Adjective,청화원,2020.07.20.,3,1
적절,Noun,팔레드신,2020.01.01,1,1
적절히,Adjective,중림 양갈비양꼬치,2020.08.01.,4,1
적합한,Adjective,큐큐면관 회기점,2019.05.26.,3,1
전,Modifier,천진영감,2020.01.01,5,1
전,Modifier,홍명,2020.01.01,5,1
전,Noun,강서,2020.05.18.,3,1
전,Noun,라공방 강남1호 본점,2020.01.01,2,1
전,Noun,라화쿵부 명동점,2019.12.03.,1,1
전,Noun,란주탕슉,2019.05.23.,1,1
전,Noun,마포마라탕,2019.12.26.,1,1
전,Noun,목란,2020.01.01,2,1
전,Noun,봉자마라탕,2020.07.31.,5,1
전,Noun,신룽푸마라탕,2020.05.29.,5,1
전,Noun,야상해,2020.01.01,5,1
전,Noun,영빈루 시청점,2020.08.22.,4,1
전,Noun,자리,2020.01.01,1,1
전,Noun,쟈니덤플링 1호점,2020.01.01,3,1
전,Noun,중경마라탕 강남역점,2020.01.01,5,1
전,Noun,챠이797 광화문점,2020.10.20.,5,1
전,Noun,큐큐면관 삼성점,2020.10.19.,2,1
전,Noun,큐큐면관 회기점,2020.03.11.,1,1
전,Noun,탕화쿵푸마라탕 화양점,2019.10.07.,1,1
전,Noun,팔레드신,2020.01.01,1,2
전,Noun,팔레드신,2020.01.01,2,1
전,Noun,히노아지 명동점,2020.10.08.,1,1
전가,Noun,라화쿵부 명동점,2020.08.01.,4,1
전골,Noun,두만강샤브샤브 봉천점,2020.01.01,4,1
전골,Noun,램랜드,2020.01.01,3,1
전골,Noun,램랜드,2020.01.01,4,1
전골,Noun,램랜드,2020.01.01,5,2
전골,Noun,천진영감,2020.01.01,5,1
전국,Noun,바오바,2020.01.01,5,1
전날,Noun,히노아지 명동점,2020.01.01,5,1
전락,Noun,차이나당,2020.01.01,1,1
전래,Noun,신룽푸마라탕,2018.07.18.,5,1
전문,Noun,산동교자,2016.07.31.,5,1
전문가,Noun,홍명,2020.01.01,5,1
전문점,Noun,종로양꼬치,2019.06.18.,4,1
전문점,Noun,챠이797 광화문점,2020.05.12.,2,1
전문점,Noun,히노아지 명동점,2018.03.28.,4,1
전반,Noun,가담,2020.01.01,1,1
전반,Noun,라화쿵부 명동점,2020.08.01.,4,1
전반,Noun,훠궈야 판교아브뉴프랑점,2020.01.01,1,1
전보,Noun,란주탕슉,2019.08.11.,1,1
전보다,Foreign,미엔아이 송파점,2020.01.01,3,1
전부,Noun,대가방 본점,2020.01.01,5,1
전부,Noun,몽중헌 방이점,2020.01.01,5,1
전부,Noun,소리원,2020.01.01,3,1
전부,Noun,청화원,2020.07.05.,5,1
전부,Noun,청화원,2020.08.07.,2,1
전부,Noun,큐큐면관 회기점,2020.06.13.,2,1
전부,Noun,홍콩반점0410 대학로점,2020.02.04.,5,1
전분,Noun,대가방 본점,2020.01.01,1,1
전사진,Foreign,미엔아이 송파점,2020.01.01,3,1
전설,Noun,공푸,2020.01.01,4,1
전에,Foreign,홍명,2020.01.01,5,1
전용,Noun,중심,2020.09.30.,5,1
전용,Noun,큐큐면관 삼성점,2020.11.10.,1,1
전원,Noun,미가양고기,2020.01.01,1,1
전자렌지,Noun,복성각,2020.01.02.,1,1
전체,Noun,골드피쉬딤섬퀴진,2020.01.01,4,1
전체,Noun,김사부샤브샤브,2020.01.01,2,1
전체,Noun,두만강샤브샤브 봉천점,2020.01.01,3,1
전체,Noun,락희안 명지대본점,2020.01.01,3,1
전체,Noun,리춘시장 영등포역점,2019.09.12.,4,1
전체,Noun,종로양꼬치,2020.10.29.,1,1
전체,Noun,큐큐면관 회기점,2019.08.16.,4,1
전체,Noun,큐큐면관 회기점,2020.11.14.,2,1
전체,Noun,팔레드신,2020.01.01,2,1
전체,Noun,하이디라오 강남점,2020.01.01,4,2
전체,Noun,한성양꼬치 종각점,2020.05.06.,1,1
전통,Noun,산동주방,2020.01.01,5,1
전통,Noun,인량 훠궈,2020.01.01,4,1
전혀,Noun,란주탕슉,2018.05.31.,4,1
전혀,Noun,신룽푸마라탕,2019.01.19.,2,1
전혀,Noun,홍콩반점0410 대학로점,2019.06.05.,1,1
전혀,Noun,화양연가,2020.01.01,1,1
전형,Noun,탕화쿵푸마라탕,2020.08.18.,1,1
전화,Noun,대한닭갈비,2019.12.30.,1,1
전화,Noun,두만강샤브샤브 봉천점,2020.01.01,1,1
전화,Noun,봉자마라탕,2020.07.31.,5,1
전화하니까,Adjective,채린중국요리,2020.01.01,1,1
전화하라는,Adjective,라화쿵부 명동점,2019.12.03.,1,1
절,Noun,란주탕슉,2020.07.09.,2,1
절,Noun,히노아지 명동점,2020.03.04.,1,1
절대,Noun,구복만두,2020.01.01,1,1
절대,Noun,라공방 대학로본점,2019.10.20.,1,1
절대,Noun,라공방 대학로본점,2019.12.06.,1,1
절대,Noun,라공방 대학로본점,2020.01.10.,1,1
절대,Noun,리춘시장 대학로CGV점,2020.03.15.,2,1
절대,Noun,복성각,2019.12.17.,1,1
절대,Noun,복성각,2020.01.01,1,1
절대,Noun,쥬에,2020.01.01,1,1
절대,Noun,탕화쿵푸마라탕,2020.01.19.,2,1
절대,Noun,홍콩반점0410 종로관수점,2020.06.04.,1,1
절대로,Noun,채린중국요리,2020.01.01,1,1
절반,Noun,청화원,2020.07.05.,5,1
젊은,Adjective,열빈 광화문점,2019.08.01.,1,1
점,Noun,라공방 대학로본점,2020.01.16.,1,2
점,Noun,라공방 대학로본점,2020.11.02.,5,1
점,Noun,라화쿵부 명동2호점,2020.05.20.,3,3
점,Noun,라화쿵부 명동점,2020.07.02.,5,1
점,Noun,란주탕슉,2018.12.20.,1,1
점,Noun,란주탕슉,2020.04.21.,1,1
점,Noun,로향양꼬치,2020.01.01,3,1
점,Noun,맛이차이나,2020.01.01,5,1
점,Noun,손오공마라탕,2020.01.01,5,1
점,Noun,신룽푸마라탕,2020.05.29.,5,1
점,Noun,영화장,2020.01.01,1,1
점,Noun,중경마라탕 강남역점,2020.01.01,4,2
점,Noun,중화복춘,2020.01.01,5,1
점,Noun,춘리마라탕,2020.04.14.,2,1
점,Noun,큐큐면관 삼성점,2020.11.10.,1,1
점,Noun,탕화쿵푸마라탕,2019.02.17.,5,1
점,Noun,홍콩반점0410 종로관수점,2020.06.04.,1,3
점,Noun,히노아지 명동점,2020.07.13.,1,2
점,Noun,히노아지 명동점,2020.10.08.,1,1
점검,Noun,홍콩반점0410 대학로점,2020.01.27.,1,1
점도,Noun,라공방 대학로본점,2019.12.10.,1,1
점도,Noun,라화쿵부 명동2호점,2019.04.17.,1,1
점도,Noun,란주탕슉,2019.08.11.,1,1
점수,Noun,란주탕슉,2018.09.11.,3,1
점수,Noun,매화반점 1호점,2020.01.01,1,1
점수,Noun,팔레드신,2020.01.01,1,1
점심,Noun,대한닭갈비,2020.04.15.,1,1
점심,Noun,등비룡마라탕 종각점,2020.07.08.,5,2
점심,Noun,애정마라샹궈 본점,2020.01.01,2,1
점심,Noun,영빈루 시청점,2020.06.17.,5,1
점심,Noun,챠이797 광화문점,2020.06.23.,5,1
점심,Noun,포담,2018.01.19.,3,1
점심,Noun,홍콩반점0410 대학로점,2020.02.04.,4,1
점심,Noun,히노아지 명동점,2018.03.24.,4,1
점심때,Noun,신룽푸마라탕,2019.01.19.,2,1
점심때,Noun,칠기마라탕,2020.01.01,4,1
점심시간,Noun,동영관,2019.11.28.,2,1
점심시간,Noun,탕화쿵푸마라탕,2019.05.28.,1,1
점심시간,Noun,히노아지 명동점,2018.03.28.,4,1
점심식사,Noun,중심,2020.09.30.,5,1
점원,Noun,청화원,2020.01.06.,1,1
점원,Noun,청화원,2020.08.07.,2,1
점원,Noun,홍콩반점0410 대학로점,2020.02.04.,4,1
점장님,Noun,라화쿵부 명동점,2019.05.19.,5,1
점점,Noun,일일향 잠실점,2020.01.01,1,1
점점,Noun,탕화쿵푸마라탕,2020.02.17.,1,1
점점,Noun,훠궈야 판교아브뉴프랑점,2020.01.01,1,1
점차,Noun,백객도,2020.01.01,1,1
접,Noun,라공방 대학로본점,2020.10.04.,5,1
접객,Noun,화양연가,2020.01.01,1,1
접근성,Noun,진라이,2020.01.01,5,1
접대,Noun,중심,2020.09.30.,5,1
접시,Noun,중화복춘,2020.01.01,1,1
접시,Noun,쥬에,2020.01.01,3,1
접시,Noun,챠이797 광화문점,2020.05.12.,2,1
접시,Noun,히노아지 명동점,2020.01.01,5,1
접어라,Verb,큐큐면관 회기점,2020.03.11.,1,1
젓가락,Noun,복성각,2018.07.28.,3,1
정,Noun,홍콩반점0410 대학로점,2019.06.05.,1,1
정각,Noun,완차이면가,2020.02.20.,5,1
정갈한,Adjective,쟈니덤플링 1호점,2020.01.01,3,1
정감,Noun,포담,2019.07.21.,5,1
정녕,Noun,손오공마라탕,2020.01.01,5,1
정도,Foreign,만보성,2019.07.21.,1,1
정도,Foreign,탕화쿵푸마라탕 화양점,2019.10.07.,1,1
정도,Noun,강서,2020.02.20.,2,1
정도,Noun,구복만두,2020.01.01,1,1
정도,Noun,대한닭갈비,2019.12.30.,1,1
정도,Noun,라화쿵부 명동점,2019.12.02.,1,2
정도,Noun,라화쿵부 명동점,2020.06.29.,1,1
정도,Noun,라화쿵부 명동점,2020.07.30.,1,1
정도,Noun,란주칼면,2020.01.01,5,1
정도,Noun,란주탕슉,2018.07.13.,2,1
정도,Noun,란주탕슉,2019.02.12.,1,1
정도,Noun,란주탕슉,2019.05.23.,1,1
정도,Noun,란주탕슉,2019.08.11.,1,1
정도,Noun,로충칭마라탕 궁동점,2020.01.01,5,1
정도,Noun,만보성,2019.07.21.,1,2
정도,Noun,벽돌해피푸드 압구정점,2020.01.01,5,1
정도,Noun,봉자마라탕,2019.05.11.,1,1
정도,Noun,불이아 본점,2020.01.01,3,3
정도,Noun,손오공마라탕,2020.01.01,5,1
정도,Noun,애정마라샹궈 본점,2020.01.01,2,2
정도,Noun,오향가 가락본점,2020.01.01,3,1
정도,Noun,완차이면가,2020.02.20.,5,1
정도,Noun,인량 훠궈,2020.01.01,4,1
정도,Noun,정민,2020.01.01,5,1
정도,Noun,주,2020.01.01,2,1
정도,Noun,중경마라탕 강남역점,2020.01.01,4,1
정도,Noun,쥬에,2020.01.01,1,1
정도,Noun,천진영감,2020.01.01,4,2
정도,Noun,촨커,2020.01.01,4,2
정도,Noun,춘리마라탕,2020.04.14.,2,2
정도,Noun,큐큐면관 회기점,2019.09.12.,5,1
정도,Noun,탕화쿵푸마라탕,2020.06.10.,3,1
정도,Noun,탕화쿵푸마라탕 화양점,2020.05.15.,3,1
정도,Noun,홍명,2020.01.01,4,1
정도,Noun,홍명,2020.01.01,5,3
정도,Noun,히노아지 명동점,2018.03.28.,4,1
정돈,Noun,공푸,2020.01.01,3,1
정돈,Noun,봉자마라탕,2020.05.11.,3,1
정리,Noun,큐큐면관 회기점,2020.09.16.,1,1
정말,Noun,강서,2020.05.18.,3,1
정말,Noun,강서,2020.07.03.,4,1
정말,Noun,두만강샤브샤브 봉천점,2020.01.01,3,1
정말,Noun,란주탕슉,2016.10.27.,1,1
정말,Noun,마담밍 선릉점,2020.01.01,5,1
정말,Noun,매화반점 1호점,2020.01.01,3,2
정말,Noun,목란,2020.01.01,2,1
정말,Noun,목란,2020.01.01,3,2
정말,Noun,미엔아이 송파점,2020.01.01,5,2
정말,Noun,백객도,2020.01.01,3,1
정말,Noun,복만루훠궈,2018.12.01.,5,1
정말,Noun,봉자마라탕,2018.11.14.,5,1
정말,Noun,봉자마라탕,2019.10.31.,1,1
정말,Noun,산동교자,2018.01.06.,5,1
정말,Noun,산동교자,2020.01.01.,5,1
정말,Noun,산동주방,2019.05.03.,1,1
정말,Noun,산동주방,2020.02.11.,5,1
정말,Noun,산왕반점 연남동본점,2020.01.01,2,1
정말,Noun,산왕반점 연남동본점,2020.01.01,5,1
정말,Noun,상하이,2020.05.31.,5,1
정말,Noun,소리원,2020.01.01,5,1
정말,Noun,송화산시도삭면,2020.01.01,5,2
정말,Noun,신승관,2020.08.25.,1,1
정말,Noun,야상해,2020.01.01,4,1
정말,Noun,양식당더램키친,2020.01.01,5,1
정말,Noun,자리,2020.01.01,1,1
정말,Noun,주,2020.01.01,2,1
정말,Noun,중화복춘,2020.01.01,5,1
정말,Noun,챠이797 광화문점,2020.05.07.,1,1
정말,Noun,천진영감,2020.01.01,5,1
정말,Noun,청화원,2020.10.26.,5,1
정말,Noun,촨커,2020.01.01,4,1
정말,Noun,탕화쿵푸마라탕,2019.07.30.,3,1
정말,Noun,팔레드신,2020.01.01,1,3
정말,Noun,하이디라오 강남점,2020.01.01,4,2
정말,Noun,홍명,2020.01.01,5,2
정말,Noun,홍콩반점0410 대학로점,2019.10.11.,1,1
정말,Noun,홍콩반점0410 대학로점,2020.01.27.,1,1
정말,Noun,홍콩반점0410 대학로점,2020.07.21.,1,1
정말,Noun,히노아지 명동점,2019.04.18.,1,1
정말,Noun,히노아지 명동점,2020.01.01,5,1
정말로,Adverb,히노아지 명동점,2020.01.01,5,1
정민,Noun,정민,2020.01.01,5,1
정석,Noun,란주칼면,2020.01.01,4,1
정성껏,Noun,바오바,2020.01.01,4,1
정신,Noun,동영관,2019.11.28.,2,1
정신,Noun,리춘시장 영등포역점,2019.08.22.,5,1
정신,Noun,미가양고기,2020.01.01,1,1
정신,Noun,미가양고기,2020.01.01,5,1
정신,Noun,신룽푸마라탕,2020.08.07.,2,1
정신,Noun,챠이797 광화문점,2020.06.23.,5,1
정작,Noun,탕화쿵푸마라탕 화양점,2020.05.15.,3,1
정착,Noun,강서,2020.07.03.,4,1
정체,Noun,탕화쿵푸마라탕,2020.02.17.,1,1
정치,Noun,라공방 대학로본점,2019.12.12.,4,1
정치,Noun,쮸즈,2020.01.01,3,1
정통,Noun,영빈루 시청점,2020.08.22.,4,1
정확,Noun,히노아지 명동점,2020.10.08.,1,1
젛겠어,Noun,큐큐면관 회기점,2019.08.16.,4,1
제,Modifier,대한닭갈비,2020.04.15.,1,1
제,Modifier,라화쿵부 명동점,2020.08.01.,4,1
제,Modifier,마담밍 선릉점,2020.01.01,4,1
제,Modifier,정민,2020.01.01,5,1
제,Modifier,홍명,2020.01.01,5,1
제,Modifier,히노아지 명동점,2020.10.08.,1,1
제,Noun,등비룡마라탕 종각점,2020.06.03.,1,2
제,Noun,라공방 강남1호 본점,2020.01.01,2,1
제,Noun,라공방 대학로본점,2020.04.13.,4,1
제,Noun,라화쿵부,2020.06.28.,3,1
제,Noun,라화쿵부 명동점,2019.03.23.,3,1
제,Noun,란주탕슉,2020.11.12.,5,1
제,Noun,로향양꼬치,2020.01.01,1,1
제,Noun,소리원,2020.01.01,1,1
제,Noun,송화산시도삭면,2020.01.01,4,1
제,Noun,인량 훠궈,2020.01.01,4,1
제,Noun,천유향마라향솥,2020.01.01,5,1
제,Noun,천진영감,2020.01.01,5,1
제,Noun,청화원,2020.10.26.,5,1
제,Noun,춘리마라탕,2019.08.03.,5,1
제,Noun,춘리마라탕,2019.09.19.,1,1
제,Noun,칠기마라탕,2020.01.01,4,1
제,Noun,헤이 요우지아씨아오마오차이 한국1호점,2020.01.01,1,1
제,Noun,홍명,2020.01.01,5,1
제각각,Noun,불이아 본점,2020.01.01,3,1
제공,Noun,중심,2020.09.30.,5,1
제대로,Noun,김사부샤브샤브,2020.01.01,2,1
제대로,Noun,락희안 명지대본점,2020.01.01,3,1
제대로,Noun,로향양꼬치,2020.01.01,1,1
제대로,Noun,복만루훠궈,2020.08.18.,4,2
제대로,Noun,청화원,2020.01.11.,1,1
제대로,Noun,탕화쿵푸마라탕,2019.05.28.,1,1
제로,Noun,란주탕슉,2019.06.10.,1,1
제로,Noun,복성각,2019.08.11.,2,1
제발,Noun,라화쿵부 명동점,2019.12.02.,1,1
제발,Noun,리춘시장 대학로CGV점,2020.03.15.,2,1
제발,Noun,히노아지 명동점,2020.10.08.,1,1
제안,Noun,청화원,2020.07.05.,5,1
제외,Noun,종로양꼬치,2019.07.10.,4,1
제외,Noun,챠이797 광화문점,2020.06.23.,5,1
제이드,Noun,팔레드신,2020.01.01,1,1
제일,Noun,구복만두,2020.01.01,1,1
제일,Noun,등비룡마라탕 종각점,2020.10.24.,4,1
제일,Noun,라화쿵부,2020.06.28.,3,1
제일,Noun,마담밍 선릉점,2020.01.01,5,1
제일,Noun,마라고메 방이점,2020.01.01,1,1
제일,Noun,만보성,2018.08.18.,5,1
제일,Noun,만보성,2019.06.22.,5,1
제일,Noun,복성각,2019.08.04.,1,1
제일,Noun,복성각,2019.08.20.,1,1
제일,Noun,신룽푸마라탕,2020.05.29.,5,1
제일,Noun,이품,2020.01.01,4,1
제일,Noun,중경마라탕 강남역점,2020.01.01,5,1
제일,Noun,채린중국요리,2020.01.01,1,1
제일,Noun,챠이797 광화문점,2020.08.13.,1,1
제일,Noun,천진영감,2020.01.01,4,1
제일,Noun,춘리마라탕,2019.07.10.,5,1
제일,Noun,포시즌스호텔 유유안,2020.01.01,5,1
제일,Noun,홍콩반점0410 대학로점,2020.11.16.,2,1
제주도,Noun,큐큐면관 회기점,2020.06.02.,1,1
젠,Noun,라공방 대학로본점,2019.12.12.,4,1
젤,Noun,동영관,2019.08.01.,4,1
젤,Noun,춘리마라탕,2020.01.24.,5,1
젤,Noun,칠기마라탕,2020.01.01,5,1
젤,Noun,탕화쿵푸마라탕,2019.10.31.,4,1
젤,Noun,탕화쿵푸마라탕 화양점,2020.07.23.,5,1
젤,Noun,훠궈야 판교아브뉴프랑점,2020.01.01,4,1
졌다고,Verb,송쉐프,2020.01.01,1,1
조,Noun,중경마라탕 강남역점,2020.01.01,5,1
조,Suffix,열빈 광화문점,2020.01.01,5,1
조각,Noun,라화쿵부 명동2호점,2019.09.14.,1,1
조각,Noun,산동교자,2018.01.03.,1,2
조그만,Noun,채린중국요리,2020.01.01,4,2
조금,Noun,가담,2020.01.01,3,2
조금,Noun,골드피쉬딤섬퀴진,2020.01.01,4,1
조금,Noun,공푸,2020.01.01,3,1
조금,Noun,등비룡마라탕 종각점,2020.07.08.,5,1
조금,Noun,라공방 대학로본점,2020.11.02.,5,1
조금,Noun,란주탕슉,2018.07.13.,2,1
조금,Noun,란주탕슉,2020.09.22.,5,1
조금,Noun,미엔아이 송파점,2020.01.01,3,1
조금,Noun,바오바,2020.01.01,4,1
조금,Noun,봉자마라탕,2019.01.21.,2,1
조금,Noun,산동교자,2020.02.02.,2,1
조금,Noun,손오공마라탕,2020.01.01,2,1
조금,Noun,송화산시도삭면,2020.01.01,4,1
조금,Noun,신룽푸마라탕,2019.01.19.,2,1
조금,Noun,야상해,2020.01.01,5,1
조금,Noun,이품,2020.01.01,4,1
조금,Noun,정민,2020.01.01,5,1
조금,Noun,종로양꼬치,2019.02.24.,2,1
조금,Noun,종로양꼬치,2020.05.05.,5,1
조금,Noun,종로양꼬치,2020.08.13.,4,1
조금,Noun,쮸즈,2020.01.01,4,1
조금,Noun,촨커,2020.01.01,5,1
조금,Noun,춘리마라탕,2020.04.21.,5,1
조금,Noun,큐큐면관 회기점,2020.06.13.,2,1
조금,Noun,큐큐면관 회기점,2020.07.24.,1,1
조금,Noun,탕화쿵푸마라탕 동대문점,2019.07.24.,4,1
조금,Noun,화양연가,2020.01.01,4,1
조로,Noun,종로양꼬치,2020.10.29.,1,1
조리,Noun,가담,2020.01.01,3,1
조리,Noun,등비룡마라탕 종각점,2020.07.03.,3,1
